"article";"id";"repository";"license_name";"repository_type";"repository_re3data";"fuji_percent";"fuji_percent_f";"fuji_percent_a";"fuji_percent_i";"fuji_percent_r";"fuji_percent_f1";"fuji_percent_f2";"fuji_percent_f3";"fuji_percent_f4";"fuji_percent_a1";"fuji_percent_i1";"fuji_percent_i2";"fuji_percent_i3";"fuji_percent_r1";"fuji_percent_r1_1";"fuji_percent_r1_2";"fuji_percent_r1_3";"fuji_FsF_F1_01D";"fuji_FsF_F1_02D";"fuji_FsF_F2_01M";"fuji_FsF_F3_01M";"fuji_FsF_F4_01M";"fuji_FsF_A1_01M";"fuji_FsF_A1_02M";"fuji_FsF_A1_03D";"fuji_FsF_I1_01M";"fuji_FsF_I2_01M";"fuji_FsF_I3_01M";"fuji_FsF_R1_01MD";"fuji_FsF_R1.1_01M";"fuji_FsF_R1.2_01M";"fuji_FsF_R1.3_01M";"fuji_FsF_R1.3_02D";"fair_enough_score";"fair_enough_score_total";"fair_enough_score_percent";"fair_enough_score_metrics_count";"fair_enough_score_metrics_percent";"fair_enough_xml_document";"fair_enough_Gen2_FM_F1B_metadata";"fair_enough_Gen2_FM_F1A";"fair_enough_Gen2_FM_F2B";"fair_enough_Gen2_FM_F2A";"fair_enough_Gen2_FM_F3_data";"fair_enough_Gen2_FM_F3_metadata";"fair_enough_Gen2_FM_F4";"fair_enough_Gen2_FM_A1.1_data";"fair_enough_Gen2_FM_A1.1_metadata";"fair_enough_Gen2_FM_A1.2_data";"fair_enough_Gen2_FM_A1.2_metadata";"fair_enough_Gen2_FM_A2";"fair_enough_Gen2_FM_I1B_data";"fair_enough_Gen2_FM_I1A_data";"fair_enough_Gen2_FM_I1B_metadata";"fair_enough_Gen2_FM_I1A_metadata";"fair_enough_Gen2_FM_I2B";"fair_enough_Gen2_FM_I2A";"fair_enough_Gen2_FM_I3";"fair_enough_Gen2_FM_R1.1_metadata";"fair_enough_Gen2_FM_R1.1_data";"fair_enough_f1";"fair_enough_f2";"fair_enough_f3";"fair_enough_f4";"fair_enough_a1.1";"fair_enough_a1.2";"fair_enough_a2";"fair_enough_i1";"fair_enough_i2";"fair_enough_i3";"fair_enough_r1.1";"fair_checker_score";"checker_percent_f";"checker_percent_a";"checker_percent_i";"checker_percent_r";"fair_checker_f1";"fair_checker_f2";"fair_checker_a1.1";"fair_checker_a1.2";"fair_checker_i1";"fair_checker_i2";"fair_checker_i3";"fair_checker_r1.1";"fair_checker_r1.2";"fair_checker_r1.3";"fair_checker_F1A";"fair_checker_F1B";"fair_checker_F2A";"fair_checker_F2B";"fair_checker_A1.1";"fair_checker_A1.2";"fair_checker_I1";"fair_checker_I2";"fair_checker_I3";"fair_checker_R1.1";"fair_checker_R1.2";"fair_checker_R1.3"
"10.15252/embj.2020106094";"https://www.ebi.ac.uk/pride/archive/projects/PXD018651";"EMBL-EBI PRoteomics IDEntifications Database";"CC0";"disciplinary repository";"PRoteomics IDEntifications Database";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;58,33;62,5;50;50;66,67;50;75;100;0;50;100;0;0;100;100;2;0;1;2;2;0;1;2;0;0;2;2
"10.15252/embj.2020107238";"https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST001673";"Metabolomics Workbench";"NULL";"disciplinary repository";"Metabolomics Workbench";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.15252/emmm.202013074";"https://www.ebi.ac.uk/pride/archive/projects/PXD020175";"EMBL-EBI PRoteomics IDEntifications Database";"CC0";"disciplinary repository";"PRoteomics IDEntifications Database";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;58,33;62,5;50;50;66,67;50;75;100;0;50;100;0;0;100;100;2;0;1;2;2;0;1;2;0;0;2;2
"10.15252/emmm.202013191";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156544";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.15252/emmm.202013659";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153105";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.15252/emmm.202114123";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166555";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1681/ASN.2020040490";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159978";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.26508/lsa.202001002";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE153894";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.26508/lsa.202101099";"https://www.ebi.ac.uk/pride/archive/projects/PXD024707";"EMBL-EBI PRoteomics IDEntifications Database";"CC0";"disciplinary repository";"PRoteomics IDEntifications Database";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;58,33;62,5;50;50;66,67;50;75;100;0;50;100;0;0;100;100;2;0;1;2;2;0;1;2;0;0;2;2
"10.3389/fcell.2021.751590";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185854";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fcimb.2021.622735";"https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR11498174";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fgene.2020.562434";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146284";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fimmu.2020.569006";"https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR12678969";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fimmu.2020.606338";"https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR13009845";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fimmu.2020.613496";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE124719";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fimmu.2021.775412";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE182644";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fmed.2021.664045";"https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9850/";"EMBL-EBI ArrayExpress";"NULL";"disciplinary repository";"ArrayExpress";18,75;35,71;33,33;0;10;50;25;0;50;33,33;0;0;0;25;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;1;0;0;0;0;9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;50;62,5;50;50;33,33;50;75;100;0;50;100;0;0;0;100;2;0;1;2;2;0;1;2;0;0;0;2
"10.3389/fmicb.2021.662575";"https://www.ebi.ac.uk/ena/browser/view/PRJEB42795?show=reads";"EMBL-EBI ENA";"NULL";"disciplinary repository";"European Nucleotide Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fmicb.2021.746795";"https://www.ebi.ac.uk/pride/archive/projects/PXD024375";"EMBL-EBI PRoteomics IDEntifications Database";"CC0";"disciplinary repository";"PRoteomics IDEntifications Database";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;58,33;62,5;50;50;66,67;50;75;100;0;50;100;0;0;100;100;2;0;1;2;2;0;1;2;0;0;2;2
"10.3389/fmolb.2021.673044";"https://www.ebi.ac.uk/pride/archive/projects/PXD023740/";"EMBL-EBI PRoteomics IDEntifications Database";"CC0";"disciplinary repository";"PRoteomics IDEntifications Database";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;58,33;62,5;50;50;66,67;50;75;100;0;50;100;0;0;100;100;2;0;1;2;2;0;1;2;0;0;2;2
"10.3389/fonc.2021.647737";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155945";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3389/fphar.2021.640572";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE88710";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1093/bioinformatics/btab238";"https://data.4dnucleome.org/files-processed/4DNFIJRX16EK/#file-overview";"4D Nucleome Consortium data portal";"NULL";"disciplinary repository";"4D Nucleome Consortium data portal";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;22;22,73;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/biomedicines9070819";"https://www.ebi.ac.uk/ena/browser/view/PRJEB44908?show=reads";"EMBL-EBI ENA";"NULL";"disciplinary repository";"European Nucleotide Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/biomedicines9070819";"https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=ERR5917174";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/cancers13051097";"https://www.ebi.ac.uk/pride/archive/projects/PXD018230";"EMBL-EBI PRoteomics IDEntifications Database";"CC0";"disciplinary repository";"PRoteomics IDEntifications Database";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;5;22;22,73;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;58,33;62,5;50;50;66,67;50;75;100;0;50;100;0;0;100;100;2;0;1;2;2;0;1;2;0;0;2;2
"10.3390/cancers13225680";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111079";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/cancers13235978";"https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-9701/";"EMBL-EBI ArrayExpress";"NULL";"disciplinary repository";"ArrayExpress";18,75;35,71;33,33;0;10;50;25;0;50;33,33;0;0;0;25;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;1;0;0;0;0;9;22;40,91;6;27,27;NA;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;50;100;0;0;50;0;0;50;0;0;0;50;62,5;50;50;33,33;50;75;100;0;50;100;0;0;0;100;2;0;1;2;2;0;1;2;0;0;0;2
"10.3390/cells10123293";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178468";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/genes12081236";"https://www.ncbi.nlm.nih.gov/nuccore/MZ474965.1";"NCBI Nucleotide";"NULL";"disciplinary repository";"NCBI Nucleotide";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/genes12081236";"https://www.ncbi.nlm.nih.gov/Traces/wgs/JAIEZW01?display=contigs";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"NCBI Trace Archive";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;13,64;4;18,18;NA;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;50;50;0;0;50;0;0;25;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/genes12081236";"https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR15177978";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/genes12081236";"https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR15177977";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/ijms22010462";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163168";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/ijms22010462";"https://doi.org/doi:10.25345/C5NN4G";"MassIVE";"CC0";"disciplinary repository";"Mass Spectrometry Interactive Virtual Environment";33,33;57,14;33,33;25;20;100;50;0;50;33,33;50;0;0;25;0;50;0;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;4;22;18,18;10;45,45;NA;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;100;100;0;0;50;50;0;50;50;50;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/ijms22052732";"https://www.ncbi.nlm.nih.gov/protein/NP_849148.2/";"NCBI Protein";"NULL";"disciplinary repository";"NCBI Protein";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/jpm11080691";"https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR19746232&display=metadata";"NCBI Sequence Read Archive";"NULL";"disciplinary repository";"NCBI Sequence Read Archive";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/toxins13080520";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169213";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.3390/v13071258";"https://www.ncbi.nlm.nih.gov/nuccore/mw822235";"NCBI Nucleotide";"NULL";"disciplinary repository";"NCBI Nucleotide";4,17;14,29;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1002/path.5808";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE178416";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
"10.1002/path.5845";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE171994";"NCBI GEO";"NULL";"disciplinary repository";"Gene Expression Omnibus";14,58;35,71;33,33;0;0;50;25;0;50;33,33;0;0;0;0;0;0;0;1;0;0,5;0;1;0;1;0;0;0;0;0;0;0;0;0;3;22;13,64;2;9,09;NA;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;50;0;0;0;0;0;0;16,67;25;50;0;0;50;0;100;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0
